op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
2878,mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]",[2877],19,mlp,experts,2,model.layers.19.mlp.experts,aten.sum.dim_IntList,[],decode,True
2879,mlp,experts,,_to_copy,"[[B, d_model]]",,,"[[B, d_model]]",[2878],19,mlp,experts,2,model.layers.19.mlp.experts,aten._to_copy.default,[],decode,True
2880,mlp,,,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2879],19,mlp,,1,model.layers.19.mlp,aten.view.default,[],decode,True
2881,mlp,shared_experts,gate_proj,t,"[[E_shared*d_moe, d_model]]","[E_shared*d_moe, d_model]",0,"[[d_model, E_shared*d_moe]]",[],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.gate_proj,aten.t.default,[model.layers.19.mlp.shared_experts.gate_proj.weight],decode,True
2882,mlp,shared_experts,gate_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2840],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.gate_proj,aten.view.default,[],decode,True
2883,mlp,shared_experts,gate_proj,matmul,"[[B, d_model], [d_model, E_shared*d_moe]]","[E_shared*d_moe, d_model]",1,"[[B, E_shared*d_moe]]","[2881, 2882]",19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.19.mlp.shared_experts.gate_proj.weight],decode,False
2884,mlp,shared_experts,gate_proj,_unsafe_view,"[[B, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[2883],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.gate_proj,aten._unsafe_view.default,[],decode,True
2885,mlp,shared_experts,act_fn,silu,"[[B, 1, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[2884],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
2886,mlp,shared_experts,up_proj,t,"[[E_shared*d_moe, d_model]]","[E_shared*d_moe, d_model]",0,"[[d_model, E_shared*d_moe]]",[],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.up_proj,aten.t.default,[model.layers.19.mlp.shared_experts.up_proj.weight],decode,True
2887,mlp,shared_experts,up_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2840],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.up_proj,aten.view.default,[],decode,True
2888,mlp,shared_experts,up_proj,matmul,"[[B, d_model], [d_model, E_shared*d_moe]]","[E_shared*d_moe, d_model]",1,"[[B, E_shared*d_moe]]","[2886, 2887]",19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.19.mlp.shared_experts.up_proj.weight],decode,False
2889,mlp,shared_experts,up_proj,_unsafe_view,"[[B, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[2888],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.up_proj,aten._unsafe_view.default,[],decode,True
2890,mlp,shared_experts,,elementwise_mul,"[[B, 1, E_shared*d_moe], [B, 1, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]","[2885, 2889]",19,mlp,shared_experts,2,model.layers.19.mlp.shared_experts,aten.mul.Tensor,[],decode,False
2891,mlp,shared_experts,down_proj,t,"[[d_model, E_shared*d_moe]]","[d_model, E_shared*d_moe]",0,"[[E_shared*d_moe, d_model]]",[],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.down_proj,aten.t.default,[model.layers.19.mlp.shared_experts.down_proj.weight],decode,True
2892,mlp,shared_experts,down_proj,view,"[[B, 1, E_shared*d_moe]]",,,"[[B, E_shared*d_moe]]",[2890],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.down_proj,aten.view.default,[],decode,True
2893,mlp,shared_experts,down_proj,matmul,"[[B, E_shared*d_moe], [E_shared*d_moe, d_model]]","[d_model, E_shared*d_moe]",1,"[[B, d_model]]","[2891, 2892]",19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.19.mlp.shared_experts.down_proj.weight],decode,False
2894,mlp,shared_experts,down_proj,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2893],19,mlp,shared_experts,3,model.layers.19.mlp.shared_experts.down_proj,aten._unsafe_view.default,[],decode,True
2895,mlp,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2880, 2894]",19,mlp,,1,model.layers.19.mlp,aten.add.Tensor,[],decode,False
2896,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2832, 2895]",19,,,0,model.layers.19,aten.add.Tensor,[],decode,False
2897,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2896],20,input_layernorm,,1,model.layers.20.input_layernorm,aten._to_copy.default,[],decode,True
2898,input_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2897],20,input_layernorm,,1,model.layers.20.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False
2899,input_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[2898],20,input_layernorm,,1,model.layers.20.input_layernorm,aten.mean.dim,[],decode,False
2900,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2899],20,input_layernorm,,1,model.layers.20.input_layernorm,aten.add.Tensor,[],decode,False
2901,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2900],20,input_layernorm,,1,model.layers.20.input_layernorm,aten.rsqrt.default,[],decode,False
2902,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[2897, 2901]",20,input_layernorm,,1,model.layers.20.input_layernorm,aten.mul.Tensor,[],decode,False
2903,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2902],20,input_layernorm,,1,model.layers.20.input_layernorm,aten._to_copy.default,[],decode,True
2904,input_layernorm,,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[2903],20,input_layernorm,,1,model.layers.20.input_layernorm,aten.mul.Tensor,[model.layers.20.input_layernorm.weight],decode,False
2905,self_attn,q_proj,,t,"[[n_h*(d_nope+d_rope), d_model]]","[n_h*(d_nope+d_rope), d_model]",0,"[[d_model, n_h*(d_nope+d_rope)]]",[],20,self_attn,q_proj,2,model.layers.20.self_attn.q_proj,aten.t.default,[model.layers.20.self_attn.q_proj.weight],decode,True
2906,self_attn,q_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2904],20,self_attn,q_proj,2,model.layers.20.self_attn.q_proj,aten.view.default,[],decode,True
2907,self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), d_model]",1,"[[B, n_h*(d_nope+d_rope)]]","[2905, 2906]",20,self_attn,q_proj,2,model.layers.20.self_attn.q_proj,aten.mm.default,[model.layers.20.self_attn.q_proj.weight],decode,False
2908,self_attn,q_proj,,_unsafe_view,"[[B, n_h*(d_nope+d_rope)]]",,,"[[B, 1, n_h*(d_nope+d_rope)]]",[2907],20,self_attn,q_proj,2,model.layers.20.self_attn.q_proj,aten._unsafe_view.default,[],decode,True
2909,self_attn,,,view,"[[B, 1, n_h*(d_nope+d_rope)]]",,,"[[B, 1, n_h, d_nope+d_rope]]",[2908],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2910,self_attn,,,transpose,"[[B, 1, n_h, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]",[2909],20,self_attn,,1,model.layers.20.self_attn,aten.transpose.int,[],decode,True
2911,self_attn,,,split_with_sizes,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",[2910],20,self_attn,,1,model.layers.20.self_attn,aten.split_with_sizes.default,[],decode,True
2912,self_attn,kv_a_proj_with_mqa,,t,"[[c_kv+d_rope, d_model]]","[c_kv+d_rope, d_model]",0,"[[d_model, c_kv+d_rope]]",[],20,self_attn,kv_a_proj_with_mqa,2,model.layers.20.self_attn.kv_a_proj_with_mqa,aten.t.default,[model.layers.20.self_attn.kv_a_proj_with_mqa.weight],decode,True
2913,self_attn,kv_a_proj_with_mqa,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2904],20,self_attn,kv_a_proj_with_mqa,2,model.layers.20.self_attn.kv_a_proj_with_mqa,aten.view.default,[],decode,True
2914,self_attn,kv_a_proj_with_mqa,,matmul,"[[B, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[B, c_kv+d_rope]]","[2912, 2913]",20,self_attn,kv_a_proj_with_mqa,2,model.layers.20.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.20.self_attn.kv_a_proj_with_mqa.weight],decode,False
2915,self_attn,kv_a_proj_with_mqa,,_unsafe_view,"[[B, c_kv+d_rope]]",,,"[[B, 1, c_kv+d_rope]]",[2914],20,self_attn,kv_a_proj_with_mqa,2,model.layers.20.self_attn.kv_a_proj_with_mqa,aten._unsafe_view.default,[],decode,True
2916,self_attn,,,split_with_sizes,"[[B, 1, c_kv+d_rope]]",,,"[[B, 1, c_kv], [B, 1, d_rope]]",[2915],20,self_attn,,1,model.layers.20.self_attn,aten.split_with_sizes.default,[],decode,True
2917,self_attn,kv_a_layernorm,,_to_copy,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[2916],20,self_attn,kv_a_layernorm,2,model.layers.20.self_attn.kv_a_layernorm,aten._to_copy.default,[],decode,True
2918,self_attn,kv_a_layernorm,,pow,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[2917],20,self_attn,kv_a_layernorm,2,model.layers.20.self_attn.kv_a_layernorm,aten.pow.Tensor_Scalar,[],decode,False
2919,self_attn,kv_a_layernorm,,mean,"[[B, 1, c_kv]]",,,"[[B, 1, 1]]",[2918],20,self_attn,kv_a_layernorm,2,model.layers.20.self_attn.kv_a_layernorm,aten.mean.dim,[],decode,False
2920,self_attn,kv_a_layernorm,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2919],20,self_attn,kv_a_layernorm,2,model.layers.20.self_attn.kv_a_layernorm,aten.add.Tensor,[],decode,False
2921,self_attn,kv_a_layernorm,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2920],20,self_attn,kv_a_layernorm,2,model.layers.20.self_attn.kv_a_layernorm,aten.rsqrt.default,[],decode,False
2922,self_attn,kv_a_layernorm,,elementwise_mul,"[[B, 1, c_kv], [B, 1, 1]]",,,"[[B, 1, c_kv]]","[2917, 2921]",20,self_attn,kv_a_layernorm,2,model.layers.20.self_attn.kv_a_layernorm,aten.mul.Tensor,[],decode,False
2923,self_attn,kv_a_layernorm,,_to_copy,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[2922],20,self_attn,kv_a_layernorm,2,model.layers.20.self_attn.kv_a_layernorm,aten._to_copy.default,[],decode,True
2924,self_attn,kv_a_layernorm,,elementwise_mul,"[[c_kv], [B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[2923],20,self_attn,kv_a_layernorm,2,model.layers.20.self_attn.kv_a_layernorm,aten.mul.Tensor,[model.layers.20.self_attn.kv_a_layernorm.weight],decode,False
2925,self_attn,kv_b_proj,,t,"[[n_h*(d_nope+d_v), c_kv]]","[n_h*(d_nope+d_v), c_kv]",0,"[[c_kv, n_h*(d_nope+d_v)]]",[],20,self_attn,kv_b_proj,2,model.layers.20.self_attn.kv_b_proj,aten.t.default,[model.layers.20.self_attn.kv_b_proj.weight],decode,True
2926,self_attn,kv_b_proj,,view,"[[B, 1, c_kv]]",,,"[[B, c_kv]]",[2924],20,self_attn,kv_b_proj,2,model.layers.20.self_attn.kv_b_proj,aten.view.default,[],decode,True
2927,self_attn,kv_b_proj,,matmul,"[[B, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[B, n_h*(d_nope+d_v)]]","[2925, 2926]",20,self_attn,kv_b_proj,2,model.layers.20.self_attn.kv_b_proj,aten.mm.default,[model.layers.20.self_attn.kv_b_proj.weight],decode,False
2928,self_attn,kv_b_proj,,_unsafe_view,"[[B, n_h*(d_nope+d_v)]]",,,"[[B, 1, n_h*(d_nope+d_v)]]",[2927],20,self_attn,kv_b_proj,2,model.layers.20.self_attn.kv_b_proj,aten._unsafe_view.default,[],decode,True
2929,self_attn,,,view,"[[B, 1, n_h*(d_nope+d_v)]]",,,"[[B, 1, n_h, d_nope+d_v]]",[2928],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2930,self_attn,,,transpose,"[[B, 1, n_h, d_nope+d_v]]",,,"[[B, n_h, 1, d_nope+d_v]]",[2929],20,self_attn,,1,model.layers.20.self_attn,aten.transpose.int,[],decode,True
2931,self_attn,,,split_with_sizes,"[[B, n_h, 1, d_nope+d_v]]",,,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_v]]",[2930],20,self_attn,,1,model.layers.20.self_attn,aten.split_with_sizes.default,[],decode,True
2932,self_attn,,,view,"[[B, 1, d_rope]]",,,"[[B, 1, 1, d_rope]]",[2916],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2933,self_attn,,,_to_copy,"[[B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_rope]]",[2911],20,self_attn,,1,model.layers.20.self_attn,aten._to_copy.default,[],decode,True
2934,self_attn,,,view,"[[B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_rope/2, 2]]",[2933],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2935,self_attn,,,view_as_complex,"[[B, n_h, 1, d_rope/2, 2]]",,,"[[B, n_h, 1, d_rope/2]]",[2934],20,self_attn,,1,model.layers.20.self_attn,aten.view_as_complex.default,[],decode,True
2936,self_attn,,,_to_copy,"[[B, 1, 1, d_rope]]",,,"[[B, 1, 1, d_rope]]",[2932],20,self_attn,,1,model.layers.20.self_attn,aten._to_copy.default,[],decode,True
2937,self_attn,,,view,"[[B, 1, 1, d_rope]]",,,"[[B, 1, 1, d_rope/2, 2]]",[2936],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2938,self_attn,,,view_as_complex,"[[B, 1, 1, d_rope/2, 2]]",,,"[[B, 1, 1, d_rope/2]]",[2937],20,self_attn,,1,model.layers.20.self_attn,aten.view_as_complex.default,[],decode,True
2939,self_attn,,,unsqueeze,"[[B, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2]]",[37],20,self_attn,,1,model.layers.20.self_attn,aten.unsqueeze.default,[],decode,True
2940,self_attn,,,elementwise_mul,"[[B, n_h, 1, d_rope/2], [B, 1, 1, d_rope/2]]",,,"[[B, n_h, 1, d_rope/2]]","[2935, 2939]",20,self_attn,,1,model.layers.20.self_attn,aten.mul.Tensor,[],decode,False
2941,self_attn,,,view_as_real,"[[B, n_h, 1, d_rope/2]]",,,"[[B, n_h, 1, d_rope/2, 2]]",[2940],20,self_attn,,1,model.layers.20.self_attn,aten.view_as_real.default,[],decode,True
2942,self_attn,,,view,"[[B, n_h, 1, d_rope/2, 2]]",,,"[[B, n_h, 1, d_rope]]",[2941],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2943,self_attn,,,_to_copy,"[[B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_rope]]",[2942],20,self_attn,,1,model.layers.20.self_attn,aten._to_copy.default,[],decode,True
2944,self_attn,,,elementwise_mul,"[[B, 1, 1, d_rope/2], [B, 1, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2]]","[2938, 2939]",20,self_attn,,1,model.layers.20.self_attn,aten.mul.Tensor,[],decode,False
2945,self_attn,,,view_as_real,"[[B, 1, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2, 2]]",[2944],20,self_attn,,1,model.layers.20.self_attn,aten.view_as_real.default,[],decode,True
2946,self_attn,,,view,"[[B, 1, 1, d_rope/2, 2]]",,,"[[B, 1, 1, d_rope]]",[2945],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2947,self_attn,,,_to_copy,"[[B, 1, 1, d_rope]]",,,"[[B, 1, 1, d_rope]]",[2946],20,self_attn,,1,model.layers.20.self_attn,aten._to_copy.default,[],decode,True
2948,self_attn,,,expand,"[[B, 1, 1, d_rope]]",,,"[[B, n_h, 1, d_rope]]",[2947],20,self_attn,,1,model.layers.20.self_attn,aten.expand.default,[],decode,True
2949,self_attn,,,concat,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]","[2911, 2943]",20,self_attn,,1,model.layers.20.self_attn,aten.cat.default,[],decode,False
2950,self_attn,,,concat,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]","[2931, 2948]",20,self_attn,,1,model.layers.20.self_attn,aten.cat.default,[],decode,False
2951,self_attn,,,concat,"[[B, n_h, T, d_nope+d_rope], [B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, T+1, d_nope+d_rope]]",[2950],20,self_attn,,1,model.layers.20.self_attn,aten.cat.default,[],decode,False
2952,self_attn,,,concat,"[[B, n_h, T, d_v], [B, n_h, 1, d_v]]",,,"[[B, n_h, T+1, d_v]]",[2931],20,self_attn,,1,model.layers.20.self_attn,aten.cat.default,[],decode,False
2953,self_attn,,,transpose,"[[B, n_h, T+1, d_nope+d_rope]]",,,"[[B, n_h, d_nope+d_rope, T+1]]",[2951],20,self_attn,,1,model.layers.20.self_attn,aten.transpose.int,[],decode,True
2954,self_attn,,,expand,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]",[2949],20,self_attn,,1,model.layers.20.self_attn,aten.expand.default,[],decode,True
2955,self_attn,,,view,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[n_h, B, d_nope+d_rope]]",[2954],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2956,self_attn,,,expand,"[[B, n_h, d_nope+d_rope, T+1]]",,,"[[B, n_h, d_nope+d_rope, T+1]]",[2953],20,self_attn,,1,model.layers.20.self_attn,aten.expand.default,[],decode,True
2957,self_attn,,,view,"[[B, n_h, d_nope+d_rope, T+1]]",,,"[[n_h, d_nope+d_rope, T+1]]",[2956],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2958,self_attn,,,batched_matmul,"[[n_h, B, d_nope+d_rope], [n_h, d_nope+d_rope, T+1]]",,,"[[n_h, B, T+1]]","[2955, 2957]",20,self_attn,,1,model.layers.20.self_attn,aten.bmm.default,[],decode,False
2959,self_attn,,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[2958],20,self_attn,,1,model.layers.20.self_attn,aten._unsafe_view.default,[],decode,True
2960,self_attn,,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2959],20,self_attn,,1,model.layers.20.self_attn,aten.mul.Tensor,[],decode,False
2961,self_attn,,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[22, 2960]",20,self_attn,,1,model.layers.20.self_attn,aten.add.Tensor,[],decode,False
2962,self_attn,,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2961],20,self_attn,,1,model.layers.20.self_attn,aten._to_copy.default,[],decode,True
2963,self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2962],20,self_attn,,1,model.layers.20.self_attn,aten._softmax.default,[],decode,False
2964,self_attn,,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2963],20,self_attn,,1,model.layers.20.self_attn,aten._to_copy.default,[],decode,True
2965,self_attn,,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2964],20,self_attn,,1,model.layers.20.self_attn,aten.expand.default,[],decode,True
2966,self_attn,,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[2965],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2967,self_attn,,,expand,"[[B, n_h, T+1, d_v]]",,,"[[B, n_h, T+1, d_v]]",[2952],20,self_attn,,1,model.layers.20.self_attn,aten.expand.default,[],decode,True
2968,self_attn,,,view,"[[B, n_h, T+1, d_v]]",,,"[[n_h, T+1, d_v]]",[2967],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2969,self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_v]]",,,"[[n_h, B, d_v]]","[2966, 2968]",20,self_attn,,1,model.layers.20.self_attn,aten.bmm.default,[],decode,False
2970,self_attn,,,_unsafe_view,"[[n_h, B, d_v]]",,,"[[B, n_h, 1, d_v]]",[2969],20,self_attn,,1,model.layers.20.self_attn,aten._unsafe_view.default,[],decode,True
2971,self_attn,,,transpose,"[[B, n_h, 1, d_v]]",,,"[[B, 1, n_h, d_v]]",[2970],20,self_attn,,1,model.layers.20.self_attn,aten.transpose.int,[],decode,True
2972,self_attn,,,view,"[[B, 1, n_h, d_v]]",,,"[[B, 1, n_h*d_v]]",[2971],20,self_attn,,1,model.layers.20.self_attn,aten.view.default,[],decode,True
2973,self_attn,o_proj,,t,"[[d_model, n_h*d_v]]","[d_model, n_h*d_v]",0,"[[n_h*d_v, d_model]]",[],20,self_attn,o_proj,2,model.layers.20.self_attn.o_proj,aten.t.default,[model.layers.20.self_attn.o_proj.weight],decode,True
2974,self_attn,o_proj,,view,"[[B, 1, n_h*d_v]]",,,"[[B, n_h*d_v]]",[2972],20,self_attn,o_proj,2,model.layers.20.self_attn.o_proj,aten.view.default,[],decode,True
2975,self_attn,o_proj,,matmul,"[[B, n_h*d_v], [n_h*d_v, d_model]]","[d_model, n_h*d_v]",1,"[[B, d_model]]","[2973, 2974]",20,self_attn,o_proj,2,model.layers.20.self_attn.o_proj,aten.mm.default,[model.layers.20.self_attn.o_proj.weight],decode,False
2976,self_attn,o_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2975],20,self_attn,o_proj,2,model.layers.20.self_attn.o_proj,aten._unsafe_view.default,[],decode,True
2977,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2896, 2976]",20,,,0,model.layers.20,aten.add.Tensor,[],decode,False
2978,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2977],20,post_attention_layernorm,,1,model.layers.20.post_attention_layernorm,aten._to_copy.default,[],decode,True
2979,post_attention_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2978],20,post_attention_layernorm,,1,model.layers.20.post_attention_layernorm,aten.pow.Tensor_Scalar,[],decode,False
2980,post_attention_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[2979],20,post_attention_layernorm,,1,model.layers.20.post_attention_layernorm,aten.mean.dim,[],decode,False
2981,post_attention_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2980],20,post_attention_layernorm,,1,model.layers.20.post_attention_layernorm,aten.add.Tensor,[],decode,False
2982,post_attention_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2981],20,post_attention_layernorm,,1,model.layers.20.post_attention_layernorm,aten.rsqrt.default,[],decode,False
2983,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[2978, 2982]",20,post_attention_layernorm,,1,model.layers.20.post_attention_layernorm,aten.mul.Tensor,[],decode,False
2984,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2983],20,post_attention_layernorm,,1,model.layers.20.post_attention_layernorm,aten._to_copy.default,[],decode,True
2985,post_attention_layernorm,,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[2984],20,post_attention_layernorm,,1,model.layers.20.post_attention_layernorm,aten.mul.Tensor,[model.layers.20.post_attention_layernorm.weight],decode,False
2986,mlp,gate,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2985],20,mlp,gate,2,model.layers.20.mlp.gate,aten.view.default,[],decode,True
2987,mlp,gate,,_to_copy,"[[B, d_model]]",,,"[[B, d_model]]",[2986],20,mlp,gate,2,model.layers.20.mlp.gate,aten._to_copy.default,[],decode,True
2988,mlp,gate,,_to_copy,"[[E, d_model]]","[E, d_model]",0,"[[E, d_model]]",[],20,mlp,gate,2,model.layers.20.mlp.gate,aten._to_copy.default,[model.layers.20.mlp.gate.weight],decode,True
2989,mlp,gate,,t,"[[E, d_model]]","[E, d_model]",0,"[[d_model, E]]",[2988],20,mlp,gate,2,model.layers.20.mlp.gate,aten.t.default,[model.layers.20.mlp.gate.weight],decode,True
2990,mlp,gate,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]","[2987, 2989]",20,mlp,gate,2,model.layers.20.mlp.gate,aten.mm.default,[model.layers.20.mlp.gate.weight],decode,False
2991,mlp,gate,,softmax,"[[B, E]]",,,"[[B, E]]",[2990],20,mlp,gate,2,model.layers.20.mlp.gate,aten._softmax.default,[],decode,False
2992,mlp,gate,,topk,"[[B, E]]",,,"[[B, k], [B, k]]",[2991],20,mlp,gate,2,model.layers.20.mlp.gate,aten.topk.default,[],decode,False
2993,mlp,gate,,elementwise_mul,"[[B, k]]",,,"[[B, k]]",[2992],20,mlp,gate,2,model.layers.20.mlp.gate,aten.mul.Tensor,[],decode,False
2994,mlp,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2985],20,mlp,,1,model.layers.20.mlp,aten.view.default,[],decode,True
2995,mlp,experts,,view,"[[B, k]]",,,[[k]],[2993],20,mlp,experts,2,model.layers.20.mlp.experts,aten.view.default,[],decode,True
2996,mlp,experts,,view,"[[B, k]]",,,[[k]],[2992],20,mlp,experts,2,model.layers.20.mlp.experts,aten.view.default,[],decode,True
2997,mlp,experts,,sort,[[k]],,,"[[k], [k]]",[2996],20,mlp,experts,2,model.layers.20.mlp.experts,aten.sort.default,[],decode,False
2998,mlp,experts,,floor_divide,[[k]],,,[[k]],[2997],20,mlp,experts,2,model.layers.20.mlp.experts,aten.floor_divide.default,[],decode,True
2999,mlp,experts,,index,"[[B, d_model], [k]]",,,"[[k, d_model]]","[2994, 2998]",20,mlp,experts,2,model.layers.20.mlp.experts,aten.index.Tensor,[],decode,True
3000,mlp,experts,,index,"[[k], [k]]",,,[[k]],"[2995, 2997]",20,mlp,experts,2,model.layers.20.mlp.experts,aten.index.Tensor,[],decode,True
3001,mlp,experts,,_to_copy,[[k]],,,[[k]],[2997],20,mlp,experts,2,model.layers.20.mlp.experts,aten._to_copy.default,[],decode,True
3002,mlp,experts,,histc,[[k]],,,[[E]],[3001],20,mlp,experts,2,model.layers.20.mlp.experts,aten.histc.default,[],decode,True
3003,mlp,experts,,cumsum,[[E]],,,[[E]],[3002],20,mlp,experts,2,model.layers.20.mlp.experts,aten.cumsum.default,[],decode,False
3004,mlp,experts,,ge,[[k]],,,[[k]],[2997],20,mlp,experts,2,model.layers.20.mlp.experts,aten.ge.Scalar,[],decode,True
