op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
2085,attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[2084],40,attn,,1,transformer.h.40.attn,aten._unsafe_view.default,[],decode,True
2086,attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2085],40,attn,,1,transformer.h.40.attn,aten.mul.Tensor,[],decode,False
2087,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 2086]",40,attn,,1,transformer.h.40.attn,aten.add.Tensor,[],decode,False
2088,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2087],40,attn,,1,transformer.h.40.attn,aten._softmax.default,[],decode,False
2089,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2088],40,attn,,1,transformer.h.40.attn,aten.expand.default,[],decode,True
2090,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[2089],40,attn,,1,transformer.h.40.attn,aten.view.default,[],decode,True
2091,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2078],40,attn,,1,transformer.h.40.attn,aten.expand.default,[],decode,True
2092,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[2091],40,attn,,1,transformer.h.40.attn,aten.view.default,[],decode,True
2093,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[2090, 2092]",40,attn,,1,transformer.h.40.attn,aten.bmm.default,[],decode,False
2094,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[2093],40,attn,,1,transformer.h.40.attn,aten._unsafe_view.default,[],decode,True
2095,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[2094],40,attn,,1,transformer.h.40.attn,aten.transpose.int,[],decode,True
2096,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[2095],40,attn,,1,transformer.h.40.attn,aten.view.default,[],decode,True
2097,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[2096],40,attn,c_proj,2,transformer.h.40.attn.c_proj,aten.view.default,[],decode,True
2098,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[2097],40,attn,c_proj,2,transformer.h.40.attn.c_proj,aten.addmm.default,"[transformer.h.40.attn.c_proj.bias, transformer.h.40.attn.c_proj.weight]",decode,False
2099,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2098],40,attn,c_proj,2,transformer.h.40.attn.c_proj,aten.view.default,[],decode,True
2100,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2065, 2099]",40,,,0,transformer.h.40,aten.add.Tensor,[],decode,False
2101,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[2100],40,ln_2,,1,transformer.h.40.ln_2,aten.native_layer_norm.default,"[transformer.h.40.ln_2.bias, transformer.h.40.ln_2.weight]",decode,False
2102,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2101],40,mlp,c_fc,2,transformer.h.40.mlp.c_fc,aten.view.default,[],decode,True
2103,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[2102],40,mlp,c_fc,2,transformer.h.40.mlp.c_fc,aten.addmm.default,"[transformer.h.40.mlp.c_fc.bias, transformer.h.40.mlp.c_fc.weight]",decode,False
2104,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[2103],40,mlp,c_fc,2,transformer.h.40.mlp.c_fc,aten.view.default,[],decode,True
2105,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2104],40,mlp,act,2,transformer.h.40.mlp.act,aten.mul.Tensor,[],decode,False
2106,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2104],40,mlp,act,2,transformer.h.40.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
2107,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2106],40,mlp,act,2,transformer.h.40.mlp.act,aten.mul.Tensor,[],decode,False
2108,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[2104, 2107]",40,mlp,act,2,transformer.h.40.mlp.act,aten.add.Tensor,[],decode,False
2109,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2108],40,mlp,act,2,transformer.h.40.mlp.act,aten.mul.Tensor,[],decode,False
2110,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2109],40,mlp,act,2,transformer.h.40.mlp.act,aten.tanh.default,[],decode,False
2111,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2110],40,mlp,act,2,transformer.h.40.mlp.act,aten.add.Tensor,[],decode,False
2112,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[2105, 2111]",40,mlp,act,2,transformer.h.40.mlp.act,aten.mul.Tensor,[],decode,False
2113,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[2112],40,mlp,c_proj,2,transformer.h.40.mlp.c_proj,aten.view.default,[],decode,True
2114,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[2113],40,mlp,c_proj,2,transformer.h.40.mlp.c_proj,aten.addmm.default,"[transformer.h.40.mlp.c_proj.bias, transformer.h.40.mlp.c_proj.weight]",decode,False
2115,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2114],40,mlp,c_proj,2,transformer.h.40.mlp.c_proj,aten.view.default,[],decode,True
2116,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2100, 2115]",40,,,0,transformer.h.40,aten.add.Tensor,[],decode,False
2117,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[2116],41,ln_1,,1,transformer.h.41.ln_1,aten.native_layer_norm.default,"[transformer.h.41.ln_1.bias, transformer.h.41.ln_1.weight]",decode,False
2118,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2117],41,attn,c_attn,2,transformer.h.41.attn.c_attn,aten.view.default,[],decode,True
2119,attn,c_attn,linear,"[[(n_h+2*n_kv)*d_head], [B, d_model], [d_model, (n_h+2*n_kv)*d_head]]","[d_model, (n_h+2*n_kv)*d_head]",2,"[[B, (n_h+2*n_kv)*d_head]]",[2118],41,attn,c_attn,2,transformer.h.41.attn.c_attn,aten.addmm.default,"[transformer.h.41.attn.c_attn.bias, transformer.h.41.attn.c_attn.weight]",decode,False
2120,attn,c_attn,view,"[[B, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, (n_h+2*n_kv)*d_head]]",[2119],41,attn,c_attn,2,transformer.h.41.attn.c_attn,aten.view.default,[],decode,True
2121,attn,,split,"[[B, 1, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, n_h*d_head], [B, 1, n_h*d_head], [B, 1, n_h*d_head]]",[2120],41,attn,,1,transformer.h.41.attn,aten.split.Tensor,[],decode,True
2122,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[2121],41,attn,,1,transformer.h.41.attn,aten.view.default,[],decode,True
2123,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[2122],41,attn,,1,transformer.h.41.attn,aten.transpose.int,[],decode,True
2124,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[2121],41,attn,,1,transformer.h.41.attn,aten.view.default,[],decode,True
2125,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[2124],41,attn,,1,transformer.h.41.attn,aten.transpose.int,[],decode,True
2126,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[2121],41,attn,,1,transformer.h.41.attn,aten.view.default,[],decode,True
2127,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[2126],41,attn,,1,transformer.h.41.attn,aten.transpose.int,[],decode,True
2128,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2123],41,attn,,1,transformer.h.41.attn,aten.cat.default,[],decode,False
2129,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2125],41,attn,,1,transformer.h.41.attn,aten.cat.default,[],decode,False
2130,attn,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[2128],41,attn,,1,transformer.h.41.attn,aten.transpose.int,[],decode,True
2131,attn,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[2127],41,attn,,1,transformer.h.41.attn,aten.expand.default,[],decode,True
2132,attn,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[2131],41,attn,,1,transformer.h.41.attn,aten.view.default,[],decode,True
2133,attn,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[2130],41,attn,,1,transformer.h.41.attn,aten.expand.default,[],decode,True
2134,attn,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[2133],41,attn,,1,transformer.h.41.attn,aten.view.default,[],decode,True
2135,attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[2132, 2134]",41,attn,,1,transformer.h.41.attn,aten.bmm.default,[],decode,False
2136,attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[2135],41,attn,,1,transformer.h.41.attn,aten._unsafe_view.default,[],decode,True
2137,attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2136],41,attn,,1,transformer.h.41.attn,aten.mul.Tensor,[],decode,False
2138,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 2137]",41,attn,,1,transformer.h.41.attn,aten.add.Tensor,[],decode,False
2139,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2138],41,attn,,1,transformer.h.41.attn,aten._softmax.default,[],decode,False
2140,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2139],41,attn,,1,transformer.h.41.attn,aten.expand.default,[],decode,True
2141,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[2140],41,attn,,1,transformer.h.41.attn,aten.view.default,[],decode,True
2142,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2129],41,attn,,1,transformer.h.41.attn,aten.expand.default,[],decode,True
2143,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[2142],41,attn,,1,transformer.h.41.attn,aten.view.default,[],decode,True
2144,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[2141, 2143]",41,attn,,1,transformer.h.41.attn,aten.bmm.default,[],decode,False
2145,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[2144],41,attn,,1,transformer.h.41.attn,aten._unsafe_view.default,[],decode,True
2146,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[2145],41,attn,,1,transformer.h.41.attn,aten.transpose.int,[],decode,True
2147,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[2146],41,attn,,1,transformer.h.41.attn,aten.view.default,[],decode,True
2148,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[2147],41,attn,c_proj,2,transformer.h.41.attn.c_proj,aten.view.default,[],decode,True
2149,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[2148],41,attn,c_proj,2,transformer.h.41.attn.c_proj,aten.addmm.default,"[transformer.h.41.attn.c_proj.bias, transformer.h.41.attn.c_proj.weight]",decode,False
2150,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2149],41,attn,c_proj,2,transformer.h.41.attn.c_proj,aten.view.default,[],decode,True
2151,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2116, 2150]",41,,,0,transformer.h.41,aten.add.Tensor,[],decode,False
2152,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[2151],41,ln_2,,1,transformer.h.41.ln_2,aten.native_layer_norm.default,"[transformer.h.41.ln_2.bias, transformer.h.41.ln_2.weight]",decode,False
2153,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2152],41,mlp,c_fc,2,transformer.h.41.mlp.c_fc,aten.view.default,[],decode,True
2154,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[2153],41,mlp,c_fc,2,transformer.h.41.mlp.c_fc,aten.addmm.default,"[transformer.h.41.mlp.c_fc.bias, transformer.h.41.mlp.c_fc.weight]",decode,False
2155,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[2154],41,mlp,c_fc,2,transformer.h.41.mlp.c_fc,aten.view.default,[],decode,True
2156,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2155],41,mlp,act,2,transformer.h.41.mlp.act,aten.mul.Tensor,[],decode,False
2157,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2155],41,mlp,act,2,transformer.h.41.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
2158,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2157],41,mlp,act,2,transformer.h.41.mlp.act,aten.mul.Tensor,[],decode,False
2159,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[2155, 2158]",41,mlp,act,2,transformer.h.41.mlp.act,aten.add.Tensor,[],decode,False
2160,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2159],41,mlp,act,2,transformer.h.41.mlp.act,aten.mul.Tensor,[],decode,False
2161,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2160],41,mlp,act,2,transformer.h.41.mlp.act,aten.tanh.default,[],decode,False
2162,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2161],41,mlp,act,2,transformer.h.41.mlp.act,aten.add.Tensor,[],decode,False
2163,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[2156, 2162]",41,mlp,act,2,transformer.h.41.mlp.act,aten.mul.Tensor,[],decode,False
2164,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[2163],41,mlp,c_proj,2,transformer.h.41.mlp.c_proj,aten.view.default,[],decode,True
2165,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[2164],41,mlp,c_proj,2,transformer.h.41.mlp.c_proj,aten.addmm.default,"[transformer.h.41.mlp.c_proj.bias, transformer.h.41.mlp.c_proj.weight]",decode,False
2166,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2165],41,mlp,c_proj,2,transformer.h.41.mlp.c_proj,aten.view.default,[],decode,True
2167,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2151, 2166]",41,,,0,transformer.h.41,aten.add.Tensor,[],decode,False
2168,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[2167],42,ln_1,,1,transformer.h.42.ln_1,aten.native_layer_norm.default,"[transformer.h.42.ln_1.bias, transformer.h.42.ln_1.weight]",decode,False
2169,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2168],42,attn,c_attn,2,transformer.h.42.attn.c_attn,aten.view.default,[],decode,True
2170,attn,c_attn,linear,"[[(n_h+2*n_kv)*d_head], [B, d_model], [d_model, (n_h+2*n_kv)*d_head]]","[d_model, (n_h+2*n_kv)*d_head]",2,"[[B, (n_h+2*n_kv)*d_head]]",[2169],42,attn,c_attn,2,transformer.h.42.attn.c_attn,aten.addmm.default,"[transformer.h.42.attn.c_attn.bias, transformer.h.42.attn.c_attn.weight]",decode,False
2171,attn,c_attn,view,"[[B, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, (n_h+2*n_kv)*d_head]]",[2170],42,attn,c_attn,2,transformer.h.42.attn.c_attn,aten.view.default,[],decode,True
2172,attn,,split,"[[B, 1, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, n_h*d_head], [B, 1, n_h*d_head], [B, 1, n_h*d_head]]",[2171],42,attn,,1,transformer.h.42.attn,aten.split.Tensor,[],decode,True
2173,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[2172],42,attn,,1,transformer.h.42.attn,aten.view.default,[],decode,True
2174,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[2173],42,attn,,1,transformer.h.42.attn,aten.transpose.int,[],decode,True
2175,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[2172],42,attn,,1,transformer.h.42.attn,aten.view.default,[],decode,True
2176,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[2175],42,attn,,1,transformer.h.42.attn,aten.transpose.int,[],decode,True
2177,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[2172],42,attn,,1,transformer.h.42.attn,aten.view.default,[],decode,True
2178,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[2177],42,attn,,1,transformer.h.42.attn,aten.transpose.int,[],decode,True
2179,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2174],42,attn,,1,transformer.h.42.attn,aten.cat.default,[],decode,False
2180,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2176],42,attn,,1,transformer.h.42.attn,aten.cat.default,[],decode,False
2181,attn,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[2179],42,attn,,1,transformer.h.42.attn,aten.transpose.int,[],decode,True
2182,attn,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[2178],42,attn,,1,transformer.h.42.attn,aten.expand.default,[],decode,True
2183,attn,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[2182],42,attn,,1,transformer.h.42.attn,aten.view.default,[],decode,True
2184,attn,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[2181],42,attn,,1,transformer.h.42.attn,aten.expand.default,[],decode,True
2185,attn,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[2184],42,attn,,1,transformer.h.42.attn,aten.view.default,[],decode,True
2186,attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[2183, 2185]",42,attn,,1,transformer.h.42.attn,aten.bmm.default,[],decode,False
2187,attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[2186],42,attn,,1,transformer.h.42.attn,aten._unsafe_view.default,[],decode,True
2188,attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2187],42,attn,,1,transformer.h.42.attn,aten.mul.Tensor,[],decode,False
2189,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 2188]",42,attn,,1,transformer.h.42.attn,aten.add.Tensor,[],decode,False
2190,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2189],42,attn,,1,transformer.h.42.attn,aten._softmax.default,[],decode,False
2191,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2190],42,attn,,1,transformer.h.42.attn,aten.expand.default,[],decode,True
2192,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[2191],42,attn,,1,transformer.h.42.attn,aten.view.default,[],decode,True
2193,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2180],42,attn,,1,transformer.h.42.attn,aten.expand.default,[],decode,True
2194,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[2193],42,attn,,1,transformer.h.42.attn,aten.view.default,[],decode,True
2195,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[2192, 2194]",42,attn,,1,transformer.h.42.attn,aten.bmm.default,[],decode,False
2196,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[2195],42,attn,,1,transformer.h.42.attn,aten._unsafe_view.default,[],decode,True
2197,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[2196],42,attn,,1,transformer.h.42.attn,aten.transpose.int,[],decode,True
2198,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[2197],42,attn,,1,transformer.h.42.attn,aten.view.default,[],decode,True
2199,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[2198],42,attn,c_proj,2,transformer.h.42.attn.c_proj,aten.view.default,[],decode,True
2200,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[2199],42,attn,c_proj,2,transformer.h.42.attn.c_proj,aten.addmm.default,"[transformer.h.42.attn.c_proj.bias, transformer.h.42.attn.c_proj.weight]",decode,False
2201,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2200],42,attn,c_proj,2,transformer.h.42.attn.c_proj,aten.view.default,[],decode,True
2202,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2167, 2201]",42,,,0,transformer.h.42,aten.add.Tensor,[],decode,False
2203,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[2202],42,ln_2,,1,transformer.h.42.ln_2,aten.native_layer_norm.default,"[transformer.h.42.ln_2.bias, transformer.h.42.ln_2.weight]",decode,False
2204,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2203],42,mlp,c_fc,2,transformer.h.42.mlp.c_fc,aten.view.default,[],decode,True
2205,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[2204],42,mlp,c_fc,2,transformer.h.42.mlp.c_fc,aten.addmm.default,"[transformer.h.42.mlp.c_fc.bias, transformer.h.42.mlp.c_fc.weight]",decode,False
2206,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[2205],42,mlp,c_fc,2,transformer.h.42.mlp.c_fc,aten.view.default,[],decode,True
2207,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2206],42,mlp,act,2,transformer.h.42.mlp.act,aten.mul.Tensor,[],decode,False
2208,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2206],42,mlp,act,2,transformer.h.42.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
2209,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2208],42,mlp,act,2,transformer.h.42.mlp.act,aten.mul.Tensor,[],decode,False
2210,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[2206, 2209]",42,mlp,act,2,transformer.h.42.mlp.act,aten.add.Tensor,[],decode,False
2211,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2210],42,mlp,act,2,transformer.h.42.mlp.act,aten.mul.Tensor,[],decode,False
2212,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2211],42,mlp,act,2,transformer.h.42.mlp.act,aten.tanh.default,[],decode,False
2213,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[2212],42,mlp,act,2,transformer.h.42.mlp.act,aten.add.Tensor,[],decode,False
2214,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[2207, 2213]",42,mlp,act,2,transformer.h.42.mlp.act,aten.mul.Tensor,[],decode,False
2215,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[2214],42,mlp,c_proj,2,transformer.h.42.mlp.c_proj,aten.view.default,[],decode,True
2216,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[2215],42,mlp,c_proj,2,transformer.h.42.mlp.c_proj,aten.addmm.default,"[transformer.h.42.mlp.c_proj.bias, transformer.h.42.mlp.c_proj.weight]",decode,False
2217,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2216],42,mlp,c_proj,2,transformer.h.42.mlp.c_proj,aten.view.default,[],decode,True
2218,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2202, 2217]",42,,,0,transformer.h.42,aten.add.Tensor,[],decode,False
2219,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[2218],43,ln_1,,1,transformer.h.43.ln_1,aten.native_layer_norm.default,"[transformer.h.43.ln_1.bias, transformer.h.43.ln_1.weight]",decode,False
2220,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2219],43,attn,c_attn,2,transformer.h.43.attn.c_attn,aten.view.default,[],decode,True
