op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
4062,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[3985, 4061]",36,,,0,model.layers.36,aten.add.Tensor,[],decode,False,
4063,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4062],36,post_attention_layernorm,,1,model.layers.36.post_attention_layernorm,aten._to_copy.default,[],decode,True,
4064,post_attention_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4063],36,post_attention_layernorm,,1,model.layers.36.post_attention_layernorm,aten.pow.Tensor_Scalar,[],decode,False,
4065,post_attention_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[4064],36,post_attention_layernorm,,1,model.layers.36.post_attention_layernorm,aten.mean.dim,[],decode,False,
4066,post_attention_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[4065],36,post_attention_layernorm,,1,model.layers.36.post_attention_layernorm,aten.add.Tensor,[],decode,False,
4067,post_attention_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[4066],36,post_attention_layernorm,,1,model.layers.36.post_attention_layernorm,aten.rsqrt.default,[],decode,False,
4068,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[4063, 4067]",36,post_attention_layernorm,,1,model.layers.36.post_attention_layernorm,aten.mul.Tensor,[],decode,False,
4069,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4068],36,post_attention_layernorm,,1,model.layers.36.post_attention_layernorm,aten._to_copy.default,[],decode,True,
4070,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [d_model]]",,,"[[B, 1, d_model]]",[4069],36,post_attention_layernorm,,1,model.layers.36.post_attention_layernorm,aten.mul.Tensor,[model.layers.36.post_attention_layernorm.weight],decode,False,
4071,feed_forward,gate_proj,,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],36,feed_forward,gate_proj,2,model.layers.36.feed_forward.gate_proj,aten.t.default,[model.layers.36.feed_forward.gate_proj.weight],decode,True,
4072,feed_forward,gate_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[4070],36,feed_forward,gate_proj,2,model.layers.36.feed_forward.gate_proj,aten.view.default,[],decode,True,
4073,feed_forward,gate_proj,,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]","[4071, 4072]",36,feed_forward,gate_proj,2,model.layers.36.feed_forward.gate_proj,aten.mm.default,[model.layers.36.feed_forward.gate_proj.weight],decode,False,
4074,feed_forward,gate_proj,,_unsafe_view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[4073],36,feed_forward,gate_proj,2,model.layers.36.feed_forward.gate_proj,aten._unsafe_view.default,[],decode,True,
4075,feed_forward,activation_fn,,silu,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[4074],36,feed_forward,activation_fn,2,model.layers.36.feed_forward.activation_fn,aten.silu.default,[],decode,False,
4076,feed_forward,up_proj,,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],36,feed_forward,up_proj,2,model.layers.36.feed_forward.up_proj,aten.t.default,[model.layers.36.feed_forward.up_proj.weight],decode,True,
4077,feed_forward,up_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[4070],36,feed_forward,up_proj,2,model.layers.36.feed_forward.up_proj,aten.view.default,[],decode,True,
4078,feed_forward,up_proj,,matmul,"[[B, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B, d_ff]]","[4076, 4077]",36,feed_forward,up_proj,2,model.layers.36.feed_forward.up_proj,aten.mm.default,[model.layers.36.feed_forward.up_proj.weight],decode,False,
4079,feed_forward,up_proj,,_unsafe_view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[4078],36,feed_forward,up_proj,2,model.layers.36.feed_forward.up_proj,aten._unsafe_view.default,[],decode,True,
4080,feed_forward,,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[4075, 4079]",36,feed_forward,,1,model.layers.36.feed_forward,aten.mul.Tensor,[],decode,False,
4081,feed_forward,down_proj,,t,"[[d_model, d_ff]]","[d_model, d_ff]",0,"[[d_ff, d_model]]",[],36,feed_forward,down_proj,2,model.layers.36.feed_forward.down_proj,aten.t.default,[model.layers.36.feed_forward.down_proj.weight],decode,True,
4082,feed_forward,down_proj,,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[4080],36,feed_forward,down_proj,2,model.layers.36.feed_forward.down_proj,aten.view.default,[],decode,True,
4083,feed_forward,down_proj,,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]","[4081, 4082]",36,feed_forward,down_proj,2,model.layers.36.feed_forward.down_proj,aten.mm.default,[model.layers.36.feed_forward.down_proj.weight],decode,False,
4084,feed_forward,down_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[4083],36,feed_forward,down_proj,2,model.layers.36.feed_forward.down_proj,aten._unsafe_view.default,[],decode,True,
4085,,,,view,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4084],36,,,0,model.layers.36,aten.view.default,[],decode,True,
4086,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[4062, 4085]",36,,,0,model.layers.36,aten.add.Tensor,[],decode,False,
4087,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4086],37,input_layernorm,,1,model.layers.37.input_layernorm,aten._to_copy.default,[],decode,True,
4088,input_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4087],37,input_layernorm,,1,model.layers.37.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False,
4089,input_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[4088],37,input_layernorm,,1,model.layers.37.input_layernorm,aten.mean.dim,[],decode,False,
4090,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[4089],37,input_layernorm,,1,model.layers.37.input_layernorm,aten.add.Tensor,[],decode,False,
4091,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[4090],37,input_layernorm,,1,model.layers.37.input_layernorm,aten.rsqrt.default,[],decode,False,
4092,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[4087, 4091]",37,input_layernorm,,1,model.layers.37.input_layernorm,aten.mul.Tensor,[],decode,False,
4093,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4092],37,input_layernorm,,1,model.layers.37.input_layernorm,aten._to_copy.default,[],decode,True,
4094,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [d_model]]",,,"[[B, 1, d_model]]",[4093],37,input_layernorm,,1,model.layers.37.input_layernorm,aten.mul.Tensor,[model.layers.37.input_layernorm.weight],decode,False,
4095,self_attn,q_proj,,t,"[[n_h*d_head, d_model]]","[n_h*d_head, d_model]",0,"[[d_model, n_h*d_head]]",[],37,self_attn,q_proj,2,model.layers.37.self_attn.q_proj,aten.t.default,[model.layers.37.self_attn.q_proj.weight],decode,True,
4096,self_attn,q_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[4094],37,self_attn,q_proj,2,model.layers.37.self_attn.q_proj,aten.view.default,[],decode,True,
4097,self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B, n_h*d_head]]","[4095, 4096]",37,self_attn,q_proj,2,model.layers.37.self_attn.q_proj,aten.mm.default,[model.layers.37.self_attn.q_proj.weight],decode,False,
4098,self_attn,q_proj,,_unsafe_view,"[[B, n_h*d_head]]",,,"[[B, 1, n_h*d_head]]",[4097],37,self_attn,q_proj,2,model.layers.37.self_attn.q_proj,aten._unsafe_view.default,[],decode,True,
4099,self_attn,,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[4098],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4100,self_attn,k_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],37,self_attn,k_proj,2,model.layers.37.self_attn.k_proj,aten.t.default,[model.layers.37.self_attn.k_proj.weight],decode,True,
4101,self_attn,k_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[4094],37,self_attn,k_proj,2,model.layers.37.self_attn.k_proj,aten.view.default,[],decode,True,
4102,self_attn,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[4100, 4101]",37,self_attn,k_proj,2,model.layers.37.self_attn.k_proj,aten.mm.default,[model.layers.37.self_attn.k_proj.weight],decode,False,
4103,self_attn,k_proj,,_unsafe_view,"[[B, n_kv*d_head]]",,,"[[B, 1, n_kv*d_head]]",[4102],37,self_attn,k_proj,2,model.layers.37.self_attn.k_proj,aten._unsafe_view.default,[],decode,True,
4104,self_attn,,,view,"[[B, 1, n_kv*d_head]]",,,"[[B, 1, n_kv, d_head]]",[4103],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4105,self_attn,v_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],37,self_attn,v_proj,2,model.layers.37.self_attn.v_proj,aten.t.default,[model.layers.37.self_attn.v_proj.weight],decode,True,
4106,self_attn,v_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[4094],37,self_attn,v_proj,2,model.layers.37.self_attn.v_proj,aten.view.default,[],decode,True,
4107,self_attn,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[4105, 4106]",37,self_attn,v_proj,2,model.layers.37.self_attn.v_proj,aten.mm.default,[model.layers.37.self_attn.v_proj.weight],decode,False,
4108,self_attn,v_proj,,_unsafe_view,"[[B, n_kv*d_head]]",,,"[[B, 1, n_kv*d_head]]",[4107],37,self_attn,v_proj,2,model.layers.37.self_attn.v_proj,aten._unsafe_view.default,[],decode,True,
4109,self_attn,,,view,"[[B, 1, n_kv*d_head]]",,,"[[B, 1, n_kv, d_head]]",[4108],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4110,self_attn,,,transpose,"[[B, 1, n_kv, d_head]]",,,"[[B, n_kv, 1, d_head]]",[4109],37,self_attn,,1,model.layers.37.self_attn,aten.transpose.int,[],decode,True,
4111,self_attn,,,_to_copy,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[4099],37,self_attn,,1,model.layers.37.self_attn,aten._to_copy.default,[],decode,True,
4112,self_attn,,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head/2, 2]]",[4111],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4113,self_attn,,,view_as_complex,"[[B, 1, n_h, d_head/2, 2]]",,,"[[B, 1, n_h, d_head/2]]",[4112],37,self_attn,,1,model.layers.37.self_attn,aten.view_as_complex.default,[],decode,True,
4114,self_attn,,,_to_copy,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[4104],37,self_attn,,1,model.layers.37.self_attn,aten._to_copy.default,[],decode,True,
4115,self_attn,,,view,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head/2, 2]]",[4114],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4116,self_attn,,,view_as_complex,"[[B, 1, n_kv, d_head/2, 2]]",,,"[[B, 1, n_kv, d_head/2]]",[4115],37,self_attn,,1,model.layers.37.self_attn,aten.view_as_complex.default,[],decode,True,
4117,self_attn,,,unsqueeze,"[[B, 1, d_head/2]]",,,"[[B, 1, 1, d_head/2]]",[70],37,self_attn,,1,model.layers.37.self_attn,aten.unsqueeze.default,[],decode,True,
4118,self_attn,,,elementwise_mul,"[[B, 1, n_h, d_head/2], [B, 1, 1, d_head/2]]",,,"[[B, 1, n_h, d_head/2]]","[4113, 4117]",37,self_attn,,1,model.layers.37.self_attn,aten.mul.Tensor,[],decode,False,
4119,self_attn,,,view_as_real,"[[B, 1, n_h, d_head/2]]",,,"[[B, 1, n_h, d_head/2, 2]]",[4118],37,self_attn,,1,model.layers.37.self_attn,aten.view_as_real.default,[],decode,True,
4120,self_attn,,,view,"[[B, 1, n_h, d_head/2, 2]]",,,"[[B, 1, n_h, d_head]]",[4119],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4121,self_attn,,,unsqueeze,"[[B, 1, d_head/2]]",,,"[[B, 1, 1, d_head/2]]",[70],37,self_attn,,1,model.layers.37.self_attn,aten.unsqueeze.default,[],decode,True,
4122,self_attn,,,elementwise_mul,"[[B, 1, n_kv, d_head/2], [B, 1, 1, d_head/2]]",,,"[[B, 1, n_kv, d_head/2]]","[4116, 4121]",37,self_attn,,1,model.layers.37.self_attn,aten.mul.Tensor,[],decode,False,
4123,self_attn,,,view_as_real,"[[B, 1, n_kv, d_head/2]]",,,"[[B, 1, n_kv, d_head/2, 2]]",[4122],37,self_attn,,1,model.layers.37.self_attn,aten.view_as_real.default,[],decode,True,
4124,self_attn,,,view,"[[B, 1, n_kv, d_head/2, 2]]",,,"[[B, 1, n_kv, d_head]]",[4123],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4125,self_attn,,,_to_copy,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[4120],37,self_attn,,1,model.layers.37.self_attn,aten._to_copy.default,[],decode,True,
4126,self_attn,,,_to_copy,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[4124],37,self_attn,,1,model.layers.37.self_attn,aten._to_copy.default,[],decode,True,
4127,self_attn,,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[4125],37,self_attn,,1,model.layers.37.self_attn,aten.transpose.int,[],decode,True,
4128,self_attn,,,transpose,"[[B, 1, n_kv, d_head]]",,,"[[B, n_kv, 1, d_head]]",[4126],37,self_attn,,1,model.layers.37.self_attn,aten.transpose.int,[],decode,True,
4129,self_attn,,,concat,"[[B, n_kv, T, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[4128],37,self_attn,,1,model.layers.37.self_attn,aten.cat.default,[],decode,False,
4130,self_attn,,,concat,"[[B, n_kv, T, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[4110],37,self_attn,,1,model.layers.37.self_attn,aten.cat.default,[],decode,False,
4131,self_attn,,,slice,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[4129],37,self_attn,,1,model.layers.37.self_attn,aten.slice.Tensor,[],decode,True,
4132,self_attn,,,slice,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[4130],37,self_attn,,1,model.layers.37.self_attn,aten.slice.Tensor,[],decode,True,
4133,self_attn,,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[4129],37,self_attn,,1,model.layers.37.self_attn,aten.unsqueeze.default,[],decode,True,
4134,self_attn,,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[4133],37,self_attn,,1,model.layers.37.self_attn,aten.expand.default,[],decode,True,
4135,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[4134],37,self_attn,,1,model.layers.37.self_attn,aten.clone.default,[],decode,True,
4136,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[4135],37,self_attn,,1,model.layers.37.self_attn,aten._unsafe_view.default,[],decode,True,
4137,self_attn,,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[4130],37,self_attn,,1,model.layers.37.self_attn,aten.unsqueeze.default,[],decode,True,
4138,self_attn,,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[4137],37,self_attn,,1,model.layers.37.self_attn,aten.expand.default,[],decode,True,
4139,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[4138],37,self_attn,,1,model.layers.37.self_attn,aten.clone.default,[],decode,True,
4140,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[4139],37,self_attn,,1,model.layers.37.self_attn,aten._unsafe_view.default,[],decode,True,
4141,self_attn,,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[4136],37,self_attn,,1,model.layers.37.self_attn,aten.transpose.int,[],decode,True,
4142,self_attn,,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[4127],37,self_attn,,1,model.layers.37.self_attn,aten.expand.default,[],decode,True,
4143,self_attn,,,view,"[[B, n_h, 1, d_head]]",,,"[[B*n_h, 1, d_head]]",[4142],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4144,self_attn,,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[4141],37,self_attn,,1,model.layers.37.self_attn,aten.expand.default,[],decode,True,
4145,self_attn,,,view,"[[B, n_h, d_head, T+1]]",,,"[[B*n_h, d_head, T+1]]",[4144],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4146,self_attn,,,batched_matmul,"[[B*n_h, 1, d_head], [B*n_h, d_head, T+1]]",,,"[[B*n_h, 1, T+1]]","[4143, 4145]",37,self_attn,,1,model.layers.37.self_attn,aten.bmm.default,[],decode,False,
4147,self_attn,,,_unsafe_view,"[[B*n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[4146],37,self_attn,,1,model.layers.37.self_attn,aten._unsafe_view.default,[],decode,True,
4148,self_attn,,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[4147],37,self_attn,,1,model.layers.37.self_attn,aten.mul.Tensor,[],decode,False,
4149,self_attn,,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[55, 4148]",37,self_attn,,1,model.layers.37.self_attn,aten.add.Tensor,[],decode,False,
4150,self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[4149],37,self_attn,,1,model.layers.37.self_attn,aten._softmax.default,[],decode,False,
4151,self_attn,,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[4150],37,self_attn,,1,model.layers.37.self_attn,aten.expand.default,[],decode,True,
4152,self_attn,,,view,"[[B, n_h, 1, T+1]]",,,"[[B*n_h, 1, T+1]]",[4151],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4153,self_attn,,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[4140],37,self_attn,,1,model.layers.37.self_attn,aten.expand.default,[],decode,True,
4154,self_attn,,,view,"[[B, n_h, T+1, d_head]]",,,"[[B*n_h, T+1, d_head]]",[4153],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4155,self_attn,,,batched_matmul,"[[B*n_h, 1, T+1], [B*n_h, T+1, d_head]]",,,"[[B*n_h, 1, d_head]]","[4152, 4154]",37,self_attn,,1,model.layers.37.self_attn,aten.bmm.default,[],decode,False,
4156,self_attn,,,_unsafe_view,"[[B*n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[4155],37,self_attn,,1,model.layers.37.self_attn,aten._unsafe_view.default,[],decode,True,
4157,self_attn,,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[4156],37,self_attn,,1,model.layers.37.self_attn,aten.transpose.int,[],decode,True,
4158,self_attn,,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[4157],37,self_attn,,1,model.layers.37.self_attn,aten.view.default,[],decode,True,
4159,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],37,self_attn,o_proj,2,model.layers.37.self_attn.o_proj,aten.t.default,[model.layers.37.self_attn.o_proj.weight],decode,True,
4160,self_attn,o_proj,,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[4158],37,self_attn,o_proj,2,model.layers.37.self_attn.o_proj,aten.view.default,[],decode,True,
4161,self_attn,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]","[4159, 4160]",37,self_attn,o_proj,2,model.layers.37.self_attn.o_proj,aten.mm.default,[model.layers.37.self_attn.o_proj.weight],decode,False,
4162,self_attn,o_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[4161],37,self_attn,o_proj,2,model.layers.37.self_attn.o_proj,aten._unsafe_view.default,[],decode,True,
4163,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[4086, 4162]",37,,,0,model.layers.37,aten.add.Tensor,[],decode,False,
4164,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4163],37,post_attention_layernorm,,1,model.layers.37.post_attention_layernorm,aten._to_copy.default,[],decode,True,
4165,post_attention_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4164],37,post_attention_layernorm,,1,model.layers.37.post_attention_layernorm,aten.pow.Tensor_Scalar,[],decode,False,
4166,post_attention_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[4165],37,post_attention_layernorm,,1,model.layers.37.post_attention_layernorm,aten.mean.dim,[],decode,False,
4167,post_attention_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[4166],37,post_attention_layernorm,,1,model.layers.37.post_attention_layernorm,aten.add.Tensor,[],decode,False,
4168,post_attention_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[4167],37,post_attention_layernorm,,1,model.layers.37.post_attention_layernorm,aten.rsqrt.default,[],decode,False,
4169,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[4164, 4168]",37,post_attention_layernorm,,1,model.layers.37.post_attention_layernorm,aten.mul.Tensor,[],decode,False,
4170,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[4169],37,post_attention_layernorm,,1,model.layers.37.post_attention_layernorm,aten._to_copy.default,[],decode,True,
4171,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [d_model]]",,,"[[B, 1, d_model]]",[4170],37,post_attention_layernorm,,1,model.layers.37.post_attention_layernorm,aten.mul.Tensor,[model.layers.37.post_attention_layernorm.weight],decode,False,
4172,feed_forward,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[4171],37,feed_forward,,1,model.layers.37.feed_forward,aten.view.default,[],decode,True,
4173,feed_forward,router,,t,"[[E, d_model]]","[E, d_model]",0,"[[d_model, E]]",[],37,feed_forward,router,2,model.layers.37.feed_forward.router,aten.t.default,[model.layers.37.feed_forward.router.weight],decode,True,
4174,feed_forward,router,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]","[4172, 4173]",37,feed_forward,router,2,model.layers.37.feed_forward.router,aten.mm.default,[model.layers.37.feed_forward.router.weight],decode,False,
4175,feed_forward,router,,topk,"[[B, E]]",,,"[[B, 1], [B, 1]]",[4174],37,feed_forward,router,2,model.layers.37.feed_forward.router,aten.topk.default,[],decode,False,
4176,feed_forward,router,,full_like,"[[B, E]]",,,"[[B, E]]",[4174],37,feed_forward,router,2,model.layers.37.feed_forward.router,aten.full_like.default,[],decode,True,
4177,feed_forward,router,,scatter_,"[[B, E], [B, 1], [B, 1]]",,,"[[B, E]]","[4175, 4176]",37,feed_forward,router,2,model.layers.37.feed_forward.router,aten.scatter_.src,[],decode,True,
4178,feed_forward,router,,_to_copy,"[[B, E]]",,,"[[B, E]]",[4177],37,feed_forward,router,2,model.layers.37.feed_forward.router,aten._to_copy.default,[],decode,True,
4179,feed_forward,router,,sigmoid,"[[B, E]]",,,"[[B, E]]",[4178],37,feed_forward,router,2,model.layers.37.feed_forward.router,aten.sigmoid.default,[],decode,False,
4180,feed_forward,router,,_to_copy,"[[B, E]]",,,"[[B, E]]",[4179],37,feed_forward,router,2,model.layers.37.feed_forward.router,aten._to_copy.default,[],decode,True,
4181,feed_forward,,,repeat,"[[B, d_model]]",,,"[[B*E, d_model]]",[4172],37,feed_forward,,1,model.layers.37.feed_forward,aten.repeat.default,[],decode,True,
4182,feed_forward,,,transpose,"[[B, E]]",,,"[[E, B]]",[4180],37,feed_forward,,1,model.layers.37.feed_forward,aten.transpose.int,[],decode,True,
4183,feed_forward,,,clone,"[[E, B]]",,,"[[E, B]]",[4182],37,feed_forward,,1,model.layers.37.feed_forward,aten.clone.default,[],decode,True,
4184,feed_forward,,,_unsafe_view,"[[E, B]]",,,"[[B*E, 1]]",[4183],37,feed_forward,,1,model.layers.37.feed_forward,aten._unsafe_view.default,[],decode,True,
4185,feed_forward,,,elementwise_mul,"[[B*E, d_model], [B*E, 1]]",,,"[[B*E, d_model]]","[4181, 4184]",37,feed_forward,,1,model.layers.37.feed_forward,aten.mul.Tensor,[],decode,False,
4186,feed_forward,experts,,view,"[[B*E, d_model]]",,,"[[E, B, d_model]]",[4185],37,feed_forward,experts,2,model.layers.37.feed_forward.experts,aten.view.default,[],decode,True,
4187,feed_forward,experts,,batched_matmul,"[[E, B, d_model], [E, d_model, 2*d_moe]]","[E, d_model, 2*d_moe]",1,"[[E, B, 2*d_moe]]",[4186],37,feed_forward,experts,2,model.layers.37.feed_forward.experts,aten.bmm.default,[model.layers.37.feed_forward.experts.gate_up_proj],decode,False,
4188,feed_forward,experts,,split,"[[E, B, 2*d_moe]]",,,"[[E, B, d_moe], [E, B, d_moe]]",[4187],37,feed_forward,experts,2,model.layers.37.feed_forward.experts,aten.split.Tensor,[],decode,True,
4189,feed_forward,experts,act_fn,silu,"[[E, B, d_moe]]",,,"[[E, B, d_moe]]",[4188],37,feed_forward,experts,3,model.layers.37.feed_forward.experts.act_fn,aten.silu.default,[],decode,False,
4190,feed_forward,experts,,elementwise_mul,"[[E, B, d_moe], [E, B, d_moe]]",,,"[[E, B, d_moe]]","[4188, 4189]",37,feed_forward,experts,2,model.layers.37.feed_forward.experts,aten.mul.Tensor,[],decode,False,
4191,feed_forward,experts,,batched_matmul,"[[E, B, d_moe], [E, d_moe, d_model]]","[E, d_moe, d_model]",1,"[[E, B, d_model]]",[4190],37,feed_forward,experts,2,model.layers.37.feed_forward.experts,aten.bmm.default,[model.layers.37.feed_forward.experts.down_proj],decode,False,
